ФИО;Паспорт;СНИЛС;Симптомы;Врач;Дата визита;Анализы;Дата получения;Стоимость;Карта;Повторный прием
Богданов Харитон Георгиевич;37 39 219325;118-663-940 99;першение в горле, дискомфорт в носоглотке, заложенность;Лор;2024-12-19T10:00;мазок из зева;2024-12-23T17:00;800 руб.;VTB BANK | MIR | 7031 3359 9607 3451;2024-12-24T18:00
Жарков Семён Богданович;33 16 101746;245-393-623 40;необъяснимые симптомы, атипичные проявления;Генетик;2024-07-22T15:00;биохимический анализ крови + генетический анализ;2024-07-25T17:00;12850 руб.;SBERBANK OF RUSSIA | MASTERCARD | 3341 9176 1384 9932;2024-07-26T18:00
Юдин Семен Артемьевич;AB6510555;728-733-369 76;синяки, боль после повреждения, ограничение подвижности;Травматолог;2024-10-28T13:00;рентген сустава;2024-10-30T08:00;1500 руб.;VTB BANK | MASTERCARD | 5826 2451 4461 8749;2024-10-31T09:00
Миронов Филипп Васильевич;78 25 417198;760-484-189 36;системные нарушения, врожденные особенности;Генетик;2024-08-15T13:00;генетический анализ;2024-08-16T13:00;12000 руб.;VTB BANK | MIR | 4510 8626 7474 4578;2024-08-19T14:00
Добрынин Всеволод Петрович;AB1102133;993-102-273 99;отеки;Нефролог;2024-12-05T14:00;бактериологический посев мочи + общий анализ мочи + УЗИ почек и мочевого пузыря;2024-12-09T09:30;3690 руб.;TINKOFF BANK | MIR | 2298 6086 5364 7212;2024-12-10T10:30
Жуков Илья Арсеньевич;14 84 279939;949-561-825 20;ограничение подвижности, скованность;Физиотерапевт;2024-08-02T11:00;дарсонвализация + магнитотерапия;2024-08-05T17:30;850 руб.;GAZPROMBANK | MIR | 9494 8674 4160 1688;2024-08-06T18:30
Новиков Леон Елисеевич;57 79 270467;254-839-421 46;жажда, усталость, нарушение терморегуляции;Эндокринолог;2024-01-12T16:00;глюкоза крови + ТТГ;2024-01-15T09:00;670 руб.;SBERBANK OF RUSSIA | MIR | 2687 3078 7421 5335;2024-01-16T10:00
Губанов Владимир Антонович;26 82 741032;674-344-249 90;напряжение голоса, заикание;Логопед;2024-04-08T09:00;аудиометрия;2024-04-11T17:30;1200 руб.;MTS BANK | MIR | 2518 4334 7472 5439;2024-04-12T18:30
Шилов Владимир Маркович;28 73 472749;453-721-646 86;эмоциональное напряжение, стресс, тревожные мысли;Психотерапевт;2024-07-08T17:00;психодиагностика;2024-07-09T09:00;5000 руб.;TINKOFF BANK | MIR | 7576 8549 2300 1379;2024-07-10T10:00
Мельников Тимофей Яковлевич;48 65 906035;413-833-429 83;тревожность, перепады настроения;Психиатр;2024-02-20T08:00;психодиагностика + биохимический анализ крови;2024-02-22T12:30;5850 руб.;MTS BANK | MASTERCARD | 3782 6417 3959 1307;2024-02-23T13:30
Краснов Мирон Петрович;62 75 733655;507-298-773 63;неприятный запах, зубная боль;Стоматолог;2024-12-20T14:00;общий анализ крови + биохимический анализ крови + рентген зубов;2024-12-23T16:00;2400 руб.;VTB BANK | MIR | 4543 7855 6088 9568;2024-12-24T17:00
Савин Даниил Егорович;AB1266654;204-164-930 87;нарушение чувствительности, головная боль, мышечные подергивания;Невролог;2024-11-18T13:00;МРТ головного мозга;2024-11-21T10:00;7500 руб.;VTB BANK | MASTERCARD | 1447 8375 9914 3504;2024-11-22T11:00
Ильин Роман Ильич;69 20 462229;218-773-467 58;утомляемость, нарушение осанки;Ортопед;2024-01-15T11:00;общий анализ крови + МРТ позвоночника;2024-01-17T09:00;7350 руб.;GAZPROMBANK | MASTERCARD | 5453 9389 3904 8527;2024-01-18T10:00
Петров Ратмир Кириллович;42 42 792853;988-648-129 98;нестабильный пульс, обморочные состояния;Кардиохирург;2024-03-25T09:00;ЭКГ;2024-03-27T12:00;1500 руб.;GAZPROMBANK | MIR | 3057 1216 8811 4941;2024-03-28T13:00
Медведев Евгений Георгиевич;62 26 381408;714-816-207 92;скованность движений, нарушение осанки;Ортопед;2024-09-02T15:00;рентген грудной клетки;2024-09-03T10:30;1200 руб.;TINKOFF BANK | MIR | 2251 6231 9280 8521;2024-09-04T11:30
Андреев Артём Юрьевич;AB6189170;267-266-595 46;вялость;Педиатр;2024-09-26T13:00;биохимический анализ крови + общий анализ крови;2024-09-30T11:30;1700 руб.;SBERBANK OF RUSSIA | MASTERCARD | 5502 1040 6580 9692;2024-10-01T12:30
Яковлев Елисей Валентинович;AB7813389;686-195-589 58;перепады настроения, тревожность;Психиатр;2024-03-11T08:00;биохимический анализ крови + психодиагностика;2024-03-12T14:00;5850 руб.;MTS BANK | MIR | 2865 3582 3514 3895;2024-03-13T15:00
Мартынов Дмитрий Станиславович;52 11 577127;748-994-134 25;сыпь, повышенная температура, отказ от еды;Педиатр;2024-02-16T12:00;общий анализ крови + общий анализ мочи + биохимический анализ крови;2024-02-19T14:30;1990 руб.;SBERBANK OF RUSSIA | MIR | 8128 6609 4785 3947;2024-02-20T15:30
Одинцов Гавриил Георгиевич;AB8556239;307-988-211 16;нестабильный пульс, ухудшение переносимости нагрузки, выраженная боль в груди;Кардиохирург;2024-07-08T16:00;ЭКГ;2024-07-10T09:00;1500 руб.;SBERBANK OF RUSSIA | MASTERCARD | 9987 5090 6219 4527;2024-07-11T10:00
Павлов Владимир Петрович;67 34 576989;987-603-621 75;реакции на раздражители, кожные проявления, отечность;Аллерголог;2024-06-05T11:00;биохимический анализ крови + общий анализ крови;2024-06-10T11:30;1700 руб.;SBERBANK OF RUSSIA | MASTERCARD | 3485 7646 7810 5786;2024-06-11T12:30
Малахов Владимир Игоревич;AB9466635;966-598-353 79;стресс, трудности расслабления;Психотерапевт;2024-12-12T14:00;общий анализ крови + ЭЭГ + психодиагностика;2024-12-16T09:00;7650 руб.;TINKOFF BANK | MIR | 4318 4225 2842 9428;2024-12-17T10:00
Волков Михаил Дмитриевич;36 58 195615;940-547-179 72;тяжесть после еды, изменение аппетита;Гастроэнтеролог;2024-07-23T08:00;общий анализ крови + ФГДС;2024-07-24T13:00;6350 руб.;GAZPROMBANK | MIR | 8200 4315 8932 8495;2024-07-25T14:00
Куприянов Владимир Алексеевич;AB5546655;609-998-115 40;трудности произношения, заикание, нарушения речи;Логопед;2024-05-06T17:00;психодиагностика;2024-05-08T12:00;5000 руб.;GAZPROMBANK | VISA | 3940 9070 1928 1459;2024-05-09T13:00
Куприянов Илья Макарович;54 63 216333;910-505-352 68;необъяснимая потеря веса, снижение аппетита, уплотнения;Онколог;2024-06-24T10:00;онкомаркеры + общий анализ крови;2024-06-25T11:00;3250 руб.;MTS BANK | MASTERCARD | 5842 7782 1892 7110;2024-06-26T12:00
Лихачев Леон Ярославович;AB3227619;436-570-637 27;выгорание;Психотерапевт;2024-07-01T11:00;психодиагностика + ЭЭГ;2024-07-04T14:30;6800 руб.;TINKOFF BANK | MASTERCARD | 2079 3130 3338 9994;2024-07-05T15:30
Анисимов Георгий Ильич;86 24 513089;288-162-255 33;синяки;Травматолог;2024-01-09T10:00;общий анализ крови;2024-01-11T09:00;850 руб.;TINKOFF BANK | MASTERCARD | 8857 5245 8590 3986;2024-01-12T10:00
Евсеев Корней Коновалович;14 62 902598;133-159-486 28;выгорание, стресс;Психотерапевт;2024-01-03T16:00;психодиагностика;2024-01-05T13:00;5000 руб.;SBERBANK OF RUSSIA | VISA | 2801 9974 2232 1448;2024-01-08T14:00
Жуков Мирон Антонович;44 41 729470;229-214-979 46;тяжесть после еды, вздутие;Гастроэнтеролог;2024-04-10T08:00;общий анализ крови + биохимический анализ крови;2024-04-12T16:00;1700 руб.;MTS BANK | MASTERCARD | 7784 4448 8437 7522;2024-04-15T17:00
Власов Виктор Глебович;29 12 858273;311-971-891 39;мышечная слабость, утомляемость, замедленное восстановление;Реабилитолог;2024-11-12T12:00;консультация врача-реабилитолога + общий анализ крови;2024-11-14T15:00;5450 руб.;GAZPROMBANK | MIR | 7279 6752 8816 8042;2024-11-15T16:00
Козлов Павел Всеволодович;AB6700544;135-618-299 25;длительная боль, хроническая усталость, снижение аппетита;Онколог;2024-03-20T09:00;общий анализ крови;2024-03-22T10:00;850 руб.;TINKOFF BANK | MIR | 8513 7411 3754 7454;2024-03-25T11:00
