ФИО;Паспорт;СНИЛС;Симптомы;Врач;Дата визита;Анализы;Дата получения;Стоимость;Карта;Повторный прием
Вавилов Руслан Викторович;AB8894942;950-219-563 26;скованность;Реабилитолог;2024-10-07T15:00;консультация врача-реабилитолога;2024-10-08T16:00;4600 руб.;VTB BANK | VISA | 3726 7879 1445 7105;2024-10-09T17:00
Герасимов Михаил Витальевич;N61012654;458-214-584 24;уплотнения, хроническая усталость;Онколог;2024-08-22T12:00;общий анализ крови + биохимический анализ крови;2024-08-26T09:00;1700 руб.;SBERBANK OF RUSSIA | MASTERCARD | 4312 2861 1219 3742;2024-08-27T10:00
Петров Михаил Валентинович;39 78 682878;451-772-722 26;чихание, слезоточивость, отечность;Аллерголог;2024-07-22T14:00;аллергопробы + общий анализ крови + биохимический анализ крови;2024-07-23T14:00;3700 руб.;GAZPROMBANK | VISA | 2927 3508 8280 7124;2024-07-24T15:00
Кузин Лев Тимофеевич;N91820468;784-949-102 90;вздутие, тяжесть после еды, дискомфорт в животе;Гастроэнтеролог;2024-06-03T15:00;биохимический анализ крови;2024-06-05T10:00;850 руб.;GAZPROMBANK | MIR | 9305 7406 3612 1689;2024-06-06T11:00
Антонов Аркадий Всеволодович;N16073058;869-791-638 45;светочувствительность;Офтальмолог;2024-10-21T08:00;общий анализ крови;2024-10-24T13:00;850 руб.;VTB BANK | MASTERCARD | 6617 6528 8172 3473;2024-10-25T14:00
Демьянов Святослав Дмитриевич;N24872416;871-309-382 24;ограничение подвижности, синяки, отек;Травматолог;2024-08-22T11:00;общий анализ крови;2024-08-26T12:00;850 руб.;MTS BANK | MIR | 3671 7191 8471 9997;2024-08-27T13:00
Кириллов Влад Вадимович;AB6362826;650-108-517 94;вздутие, тошнота, тяжесть после еды;Гастроэнтеролог;2024-09-09T16:00;ФГДС + общий анализ крови + биохимический анализ крови;2024-09-11T15:30;7200 руб.;TINKOFF BANK | MIR | 9969 3526 8224 2075;2024-09-12T16:30
Сидоров Владимир Филиппович;58 44 217802;173-314-923 42;нестабильное дыхание, плохой набор веса, вялость;Неонатолог;2024-04-08T14:00;биохимический анализ крови + общий анализ крови + общий анализ мочи;2024-04-11T11:00;1990 руб.;VTB BANK | VISA | 9226 5590 6896 5934;2024-04-12T12:00
Воронцов Тарас Юрьевич;39 92 803794;639-315-582 87;изжога, боли в животе неясного происхождения, дискомфорт после еды;Эндоскопист;2024-07-19T08:00;колоноскопия;2024-07-22T09:30;7500 руб.;SBERBANK OF RUSSIA | VISA | 1037 5570 4053 2393;2024-07-23T10:30
Суворов Владислав Ильич;AB6556705;102-784-242 33;мышечное напряжение, хронические боли, ограничение подвижности;Физиотерапевт;2024-01-10T11:00;магнитотерапия + ультразвуковая терапия;2024-01-12T11:00;800 руб.;TINKOFF BANK | VISA | 7261 4473 5196 4353;2024-01-15T12:00
Коротков Пётр Захарович;N82959789;194-614-255 76;заикание, замедленная речь;Логопед;2024-09-23T10:00;психодиагностика + общий анализ крови;2024-09-24T16:00;5850 руб.;TINKOFF BANK | VISA | 6386 6681 1828 4586;2024-09-25T17:00
Алексееев Игорь Коновалович;N36033382;161-169-985 40;повышенная температура, сыпь, кашель;Педиатр;2024-07-09T15:00;биохимический анализ крови + общий анализ мочи;2024-07-11T16:00;1140 руб.;MTS BANK | MASTERCARD | 7141 5998 6328 2686;2024-07-12T17:00
Мартынов Кузьма Евгеньевич;AB6343326;659-370-655 90;тревожность, нарушения сна, перепады настроения;Психиатр;2024-03-26T17:00;психодиагностика;2024-03-28T13:00;5000 руб.;SBERBANK OF RUSSIA | VISA | 9837 2914 5989 6881;2024-03-29T14:00
Якунин Ярослав Владиславович;64 49 463833;845-635-489 55;чихание, отечность;Аллерголог;2024-09-19T12:00;биохимический анализ крови + общий анализ крови + аллергопробы;2024-09-23T15:00;3700 руб.;SBERBANK OF RUSSIA | MASTERCARD | 9551 6828 6930 5355;2024-09-24T16:00
Краснов Евдоким Никифорович;14 39 149614;486-155-913 49;потеря интереса;Психиатр;2024-02-05T11:00;общий анализ крови + биохимический анализ крови + психодиагностика;2024-02-07T12:00;6700 руб.;SBERBANK OF RUSSIA | VISA | 3439 2782 5987 2005;2024-02-08T13:00
Романов Андрей Тимофеевич;AB8687580;796-258-908 31;обморочные состояния, резкая одышка, нестабильный пульс;Кардиохирург;2024-07-08T14:00;ЭКГ + коагулограмма;2024-07-11T11:00;2300 руб.;GAZPROMBANK | MASTERCARD | 1626 2912 7877 8241;2024-07-12T12:00
Жданов Георгий Романович;83 69 165286;821-371-348 40;хроническая усталость;Онколог;2024-10-15T16:00;биохимический анализ крови;2024-10-17T08:00;850 руб.;TINKOFF BANK | MASTERCARD | 9085 8003 2635 9591;2024-10-18T09:00
Константинов Святослав Леонидович;16 11 227996;524-188-337 18;утомляемость;Ортопед;2024-09-04T09:00;общий анализ крови + МРТ позвоночника;2024-09-06T09:00;7350 руб.;GAZPROMBANK | VISA | 6384 9458 2623 5890;2024-09-09T10:00
Богданов Алексей Павлович;AB1646070;556-888-485 24;дискомфорт в животе, тяжесть после еды, тошнота;Гастроэнтеролог;2024-12-10T09:00;биохимический анализ крови + ФГДС;2024-12-12T10:30;6350 руб.;GAZPROMBANK | VISA | 9643 2780 4259 3664;2024-12-13T11:30
Данилов Кирил Львович;N79699874;164-908-611 97;кашель, отказ от еды;Педиатр;2024-01-08T17:00;общий анализ крови + общий анализ мочи;2024-01-10T08:00;1140 руб.;SBERBANK OF RUSSIA | MIR | 9138 4241 1223 3574;2024-01-11T09:00
Сорокин Даниил Антонович;89 51 129966;427-315-397 12;тошнота, изменение аппетита, дискомфорт в животе;Гастроэнтеролог;2024-03-25T12:00;биохимический анализ крови + ФГДС + общий анализ крови;2024-03-27T11:30;7200 руб.;SBERBANK OF RUSSIA | MIR | 7586 2406 3976 5296;2024-03-28T12:30
Крюков Кирилл Тимофеевич;AB3477673;300-354-665 25;боль в пояснице, изменение мочи;Нефролог;2024-12-11T13:00;УЗИ почек и мочевого пузыря;2024-12-16T12:30;2500 руб.;MTS BANK | MASTERCARD | 3400 5604 6255 2685;2024-12-17T13:30
Уваров Руслан Ярославович;N91659648;861-879-882 11;зуд, шелушение;Дерматолог;2024-07-29T11:00;соскоб кожи на грибки + общий анализ крови;2024-08-01T16:30;1550 руб.;GAZPROMBANK | MASTERCARD | 6383 4221 9068 6809;2024-08-02T17:30
Суворов Влад Николаевич;AB7943802;903-190-528 54;сыпь, вялость;Педиатр;2024-05-23T11:00;общий анализ крови + биохимический анализ крови + общий анализ мочи;2024-05-24T14:00;1990 руб.;TINKOFF BANK | MIR | 4549 3006 3892 6226;2024-05-27T15:00
Кириллов Иван Арсеньевич;AB9540784;732-125-606 96;снижение энергии, усталость;Диетолог;2024-10-14T08:00;общий анализ мочи + биохимический анализ крови;2024-10-15T15:00;1140 руб.;VTB BANK | VISA | 7598 3338 7439 8485;2024-10-16T16:00
Лыткин Макар Ильич;84 43 818493;787-250-178 18;замедленная речь, напряжение голоса;Логопед;2024-10-07T12:00;аудиометрия + психодиагностика;2024-10-10T16:30;6200 руб.;SBERBANK OF RUSSIA | VISA | 7891 1860 4079 1623;2024-10-11T17:30
Гордеев Ярослав Ярославович;38 21 525866;644-449-211 70;усталость;Эндокринолог;2024-06-03T16:00;глюкоза крови + ТТГ;2024-06-06T16:00;670 руб.;VTB BANK | MIR | 2855 7157 3128 3182;2024-06-07T17:00
Левин Глеб Ростиславович;AB1980115;290-969-545 13;дискомфорт в животе, тяжесть после еды, изменение аппетита;Гастроэнтеролог;2024-11-15T13:00;биохимический анализ крови + ФГДС + общий анализ крови;2024-11-18T15:00;7200 руб.;VTB BANK | VISA | 8612 6119 6682 3870;2024-11-19T16:00
Павлов Василий Романович;84 28 546122;456-790-350 34;подозрение на внутренние изменения, дискомфорт после еды, боли в животе неясного происхождения;Эндоскопист;2024-01-26T08:00;общий анализ крови + ФГДС;2024-01-29T08:00;6350 руб.;GAZPROMBANK | VISA | 8891 1974 9452 6166;2024-01-30T09:00
